country,date,confirmed
Chuquisaca,7/7/20,1068
Chuquisaca,7/8/20,1099
Chuquisaca,7/9/20,1162
Chuquisaca,7/10/20,1165
Chuquisaca,7/11/20,1298
Chuquisaca,7/12/20,1332
Chuquisaca,7/13/20,1332
Chuquisaca,7/14/20,1374
Chuquisaca,7/15/20,1422
Chuquisaca,7/16/20,1490
Chuquisaca,7/17/20,1536
Chuquisaca,7/18/20,1588
Chuquisaca,7/19/20,1605
Chuquisaca,7/20/20,1637
Chuquisaca,7/21/20,1662
Chuquisaca,7/22/20,1698
Chuquisaca,7/23/20,1736
Chuquisaca,7/24/20,1807
Chuquisaca,7/25/20,1826
Chuquisaca,7/26/20,1834
Chuquisaca,7/27/20,1894
Chuquisaca,7/28/20,1921
Chuquisaca,7/29/20,1944
Chuquisaca,7/30/20,1962
Chuquisaca,7/31/20,2051
Chuquisaca,8/1/20,2094
Chuquisaca,8/2/20,2141
Chuquisaca,8/3/20,2199
Chuquisaca,8/4/20,2261
Chuquisaca,8/5/20,2337
Chuquisaca,8/6/20,2436
Chuquisaca,8/7/20,2562
Chuquisaca,8/8/20,2661
Chuquisaca,8/9/20,2712
Chuquisaca,8/10/20,2837
Chuquisaca,8/11/20,2978
Chuquisaca,8/12/20,3127
Chuquisaca,8/13/20,3296
Chuquisaca,8/14/20,3477
Chuquisaca,8/15/20,3623
Chuquisaca,8/16/20,3808
Chuquisaca,8/17/20,3985
Chuquisaca,8/18/20,4147
Chuquisaca,8/19/20,4254
Chuquisaca,8/20/20,4343
Chuquisaca,8/21/20,4421
Chuquisaca,8/22/20,4536
Chuquisaca,8/23/20,4638
Chuquisaca,8/24/20,4705
Chuquisaca,8/25/20,4786
Chuquisaca,8/26/20,4851
Chuquisaca,8/27/20,4923
Chuquisaca,8/28/20,5024
Chuquisaca,8/29/20,5097
Chuquisaca,8/30/20,5133
Chuquisaca,8/31/20,5220
Chuquisaca,9/1/20,5295
Chuquisaca,9/2/20,5360
Chuquisaca,9/3/20,5433
Chuquisaca,9/4/20,5496
Chuquisaca,9/5/20,5546
Chuquisaca,9/6/20,5606
Chuquisaca,9/7/20,5627
Chuquisaca,9/8/20,5705
Chuquisaca,9/9/20,5840
Chuquisaca,9/10/20,5911
Chuquisaca,9/11/20,6019
Chuquisaca,9/12/20,6127
Chuquisaca,9/13/20,6204
Chuquisaca,9/14/20,6268
Chuquisaca,9/15/20,6339
Chuquisaca,9/16/20,6418
Chuquisaca,9/17/20,6518
Chuquisaca,9/18/20,6605
Chuquisaca,9/19/20,6639
Chuquisaca,9/20/20,6680
Chuquisaca,9/21/20,6696
Chuquisaca,9/22/20,6769
Chuquisaca,9/23/20,6817
Chuquisaca,9/24/20,6879
Chuquisaca,9/25/20,6940
Chuquisaca,9/26/20,6940
Beni,3/21/20,0
Beni,3/22/20,0
Beni,3/23/20,0
Beni,3/24/20,0
Beni,3/25/20,0
Beni,3/26/20,0
Beni,3/27/20,0
Beni,3/28/20,0
Beni,3/29/20,0
Beni,3/30/20,0
Beni,3/31/20,0
Beni,4/1/20,0
Beni,4/2/20,0
Beni,4/3/20,0
Beni,4/4/20,0
Beni,4/5/20,0
Beni,4/6/20,0
Beni,4/7/20,0
Beni,4/8/20,0
Beni,4/9/20,0
Beni,4/10/20,0
Beni,4/11/20,0
Beni,4/12/20,0
Beni,4/13/20,0
Beni,4/14/20,0
Beni,4/15/20,0
Beni,4/16/20,0
Beni,4/17/20,0
Beni,4/18/20,0
Beni,4/19/20,0
Beni,4/20/20,2
Beni,4/21/20,2
Beni,4/22/20,2
Beni,4/23/20,2
Beni,4/24/20,33
Beni,4/25/20,39
Beni,4/26/20,57
Beni,4/27/20,62
Beni,4/28/20,63
Beni,4/29/20,67
Beni,4/30/20,67
Beni,5/1/20,83
Beni,5/2/20,191
Beni,5/3/20,212
Beni,5/4/20,212
Beni,5/5/20,212
Beni,5/6/20,212
Beni,5/7/20,231
Beni,5/8/20,312
Beni,5/9/20,312
Beni,5/10/20,314
Beni,5/11/20,389
Beni,5/12/20,389
Beni,5/13/20,436
Beni,5/14/20,509
Beni,5/15/20,548
Beni,5/16/20,551
Beni,5/17/20,551
Beni,5/18/20,581
Beni,5/19/20,679
Beni,5/20/20,833
Beni,5/21/20,902
Beni,5/22/20,1015
Beni,5/23/20,1097
Beni,5/24/20,1097
Beni,5/25/20,1142
Beni,5/26/20,1242
Beni,5/27/20,1355
Beni,5/28/20,1506
Beni,5/29/20,1576
Beni,5/30/20,1707
Beni,5/31/20,1809
Beni,6/1/20,1885
Beni,6/2/20,1965
Beni,6/3/20,2101
Beni,6/4/20,2278
Beni,6/5/20,2428
Beni,6/6/20,2472
Beni,6/7/20,2511
Beni,6/8/20,2511
Beni,6/9/20,2692
Beni,6/10/20,2778
Beni,6/11/20,2809
Beni,6/12/20,2927
Beni,6/13/20,2944
Beni,6/14/20,2954
Beni,6/15/20,2962
Beni,6/16/20,2994
Beni,6/17/20,3128
Beni,6/18/20,3326
Beni,6/19/20,3473
Beni,6/20/20,3581
Beni,6/21/20,3613
Beni,6/22/20,3679
Beni,6/23/20,3785
Beni,6/24/20,3887
Beni,6/25/20,3920
Beni,6/26/20,3934
Beni,6/27/20,3975
Beni,6/28/20,4041
Beni,6/29/20,4075
Beni,6/30/20,4119
Beni,7/1/20,4173
Beni,7/2/20,4203
Beni,7/3/20,4265
Beni,7/4/20,4275
Beni,7/5/20,4275
Beni,7/6/20,4332
Beni,7/7/20,4435
Beni,7/8/20,4611
Beni,7/9/20,4695
Beni,7/10/20,4794
Beni,7/11/20,4811
Beni,7/12/20,4837
Beni,7/13/20,4861
Beni,7/14/20,4904
Beni,7/15/20,4957
Beni,7/16/20,5026
Beni,7/17/20,5040
Beni,7/18/20,5068
Beni,7/19/20,5092
Beni,7/20/20,5124
Beni,7/21/20,5163
Beni,7/22/20,5173
Beni,7/23/20,5193
Beni,7/24/20,5276
Beni,7/25/20,5289
Beni,7/26/20,5290
Beni,7/27/20,5295
Beni,7/28/20,5315
Beni,7/29/20,5325
Beni,7/30/20,5376
Beni,7/31/20,5441
Beni,8/1/20,5552
Beni,8/2/20,5619
Beni,8/3/20,5638
Beni,8/4/20,5669
Beni,8/5/20,5697
Beni,8/6/20,5729
Beni,8/7/20,5760
Beni,8/8/20,5777
Beni,8/9/20,5789
Beni,8/10/20,5836
Beni,8/11/20,5921
Beni,8/12/20,5930
Beni,8/13/20,5954
Beni,8/14/20,5954
Beni,8/15/20,5957
Beni,8/16/20,5957
Beni,8/17/20,5971
Beni,8/18/20,6022
Beni,8/19/20,6093
Beni,8/20/20,6156
Beni,8/21/20,6238
Beni,8/22/20,6322
Beni,8/23/20,6335
Beni,8/24/20,6342
Beni,8/25/20,6422
Beni,8/26/20,6449
Beni,8/27/20,6502
Beni,8/28/20,6565
Beni,8/29/20,6584
Beni,8/30/20,6592
Beni,8/31/20,6610
Beni,9/1/20,6639
Beni,9/2/20,6671
Beni,9/3/20,6753
Beni,9/4/20,6771
Beni,9/5/20,6785
Beni,9/6/20,6792
Beni,9/7/20,6821
Beni,9/8/20,6846
Beni,9/9/20,6873
Beni,9/10/20,6913
Beni,9/11/20,6933
Beni,9/12/20,6937
Beni,9/13/20,6954
Beni,9/14/20,6968
Beni,9/15/20,6969
Beni,9/16/20,6983
Beni,9/17/20,7007
Beni,9/18/20,7017
Beni,9/19/20,7022
Beni,9/20/20,7023
Beni,9/21/20,7026
Beni,9/22/20,7049
Beni,9/23/20,7089
Beni,9/24/20,7109
Beni,9/25/20,7124
Beni,9/26/20,7124
Pando,3/21/20,0
Pando,3/22/20,0
Pando,3/23/20,0
Pando,3/24/20,0
Pando,3/25/20,0
Pando,3/26/20,0
Pando,3/27/20,0
Pando,3/28/20,1
Pando,3/29/20,1
Pando,3/30/20,1
Pando,3/31/20,1
Pando,4/1/20,4
Pando,4/2/20,6
Pando,4/3/20,6
Pando,4/4/20,6
Pando,4/5/20,6
Pando,4/6/20,6
Pando,4/7/20,10
Pando,4/8/20,10
Pando,4/9/20,10
Pando,4/10/20,10
Pando,4/11/20,11
Pando,4/12/20,11
Pando,4/13/20,11
Pando,4/14/20,11
Pando,4/15/20,11
Pando,4/16/20,11
Pando,4/17/20,12
Pando,4/18/20,12
Pando,4/19/20,12
Pando,4/20/20,12
Pando,4/21/20,12
Pando,4/22/20,12
Pando,4/23/20,12
Pando,4/24/20,12
Pando,4/25/20,12
Pando,4/26/20,12
Pando,4/27/20,12
Pando,4/28/20,12
Pando,4/29/20,12
Pando,4/30/20,12
Pando,5/1/20,12
Pando,5/2/20,12
Pando,5/3/20,12
Pando,5/4/20,12
Pando,5/5/20,12
Pando,5/6/20,12
Pando,5/7/20,12
Pando,5/8/20,12
Pando,5/9/20,12
Pando,5/10/20,12
Pando,5/11/20,12
Pando,5/12/20,12
Pando,5/13/20,12
Pando,5/14/20,12
Pando,5/15/20,12
Pando,5/16/20,12
Pando,5/17/20,12
Pando,5/18/20,12
Pando,5/19/20,12
Pando,5/20/20,12
Pando,5/21/20,12
Pando,5/22/20,12
Pando,5/23/20,12
Pando,5/24/20,13
Pando,5/25/20,13
Pando,5/26/20,13
Pando,5/27/20,13
Pando,5/28/20,13
Pando,5/29/20,14
Pando,5/30/20,14
Pando,5/31/20,14
Pando,6/1/20,14
Pando,6/2/20,14
Pando,6/3/20,23
Pando,6/4/20,23
Pando,6/5/20,23
Pando,6/6/20,47
Pando,6/7/20,65
Pando,6/8/20,65
Pando,6/9/20,94
Pando,6/10/20,130
Pando,6/11/20,175
Pando,6/12/20,238
Pando,6/13/20,267
Pando,6/14/20,286
Pando,6/15/20,307
Pando,6/16/20,315
Pando,6/17/20,386
Pando,6/18/20,409
Pando,6/19/20,425
Pando,6/20/20,476
Pando,6/21/20,482
Pando,6/22/20,496
Pando,6/23/20,505
Pando,6/24/20,507
Pando,6/25/20,513
Pando,6/26/20,562
Pando,6/27/20,567
Pando,6/28/20,567
Pando,6/29/20,568
Pando,6/30/20,568
Pando,7/1/20,636
Pando,7/2/20,713
Pando,7/3/20,717
Pando,7/4/20,808
Pando,7/5/20,934
Pando,7/6/20,1006
Pando,7/7/20,1026
Pando,7/8/20,1026
Pando,7/9/20,1026
Pando,7/10/20,1026
Pando,7/11/20,1026
Pando,7/12/20,1045
Pando,7/13/20,1045
Pando,7/14/20,1045
Pando,7/15/20,1045
Pando,7/16/20,1045
Pando,7/17/20,1057
Pando,7/18/20,1178
Pando,7/19/20,1204
Pando,7/20/20,1212
Pando,7/21/20,1213
Pando,7/22/20,1300
Pando,7/23/20,1311
Pando,7/24/20,1362
Pando,7/25/20,1365
Pando,7/26/20,1367
Pando,7/27/20,1373
Pando,7/28/20,1375
Pando,7/29/20,1398
Pando,7/30/20,1407
Pando,7/31/20,1419
Pando,8/1/20,1428
Pando,8/2/20,1428
Pando,8/3/20,1431
Pando,8/4/20,1459
Pando,8/5/20,1495
Pando,8/6/20,1517
Pando,8/7/20,1549
Pando,8/8/20,1587
Pando,8/9/20,1622
Pando,8/10/20,1656
Pando,8/11/20,1710
Pando,8/12/20,1766
Pando,8/13/20,1804
Pando,8/14/20,1852
Pando,8/15/20,1910
Pando,8/16/20,1959
Pando,8/17/20,1968
Pando,8/18/20,2021
Pando,8/19/20,2074
Pando,8/20/20,2129
Pando,8/21/20,2208
Pando,8/22/20,2230
Pando,8/23/20,2232
Pando,8/24/20,2241
Pando,8/25/20,2263
Pando,8/26/20,2283
Pando,8/27/20,2297
Pando,8/28/20,2308
Pando,8/29/20,2315
Pando,8/30/20,2317
Pando,8/31/20,2320
Pando,9/1/20,2332
Pando,9/2/20,2335
Pando,9/3/20,2340
Pando,9/4/20,2347
Pando,9/5/20,2350
Pando,9/6/20,2353
Pando,9/7/20,2355
Pando,9/8/20,2357
Pando,9/9/20,2358
Pando,9/10/20,2358
Pando,9/11/20,2358
Pando,9/12/20,2358
Pando,9/13/20,2358
Pando,9/14/20,2358
Pando,9/15/20,2358
Pando,9/16/20,2360
Pando,9/17/20,2360
Pando,9/18/20,2361
Pando,9/19/20,2361
Pando,9/20/20,2361
Pando,9/21/20,2361
Pando,9/22/20,2362
Pando,9/23/20,2362
Pando,9/24/20,2363
Pando,9/25/20,2363
Pando,9/26/20,2363
